Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
What is 70% of 600?,419,420,440,370,B) 420,70% of 600 = (70/100) × 600 = 420.,Math,Percentages
"If 13x + 51 = 207, what is the value of x?",16,13,12,4,C) 12,13x + 51 = 207 → 13x = 156 → x = 156 ÷ 13 = 12.,Math,Algebra
"What is the average of 14, 94, 30?",45,46,38,39,B) 46,Sum = 138. Average = 138 ÷ 3 = 46.,Math,Averages
What is 490.79 + 180.15?,675.93,670.94,678.87,667.36,B) 670.94,490.79 + 180.15 = 670.94.,Math,Decimals
₹38 is divided between two people in the ratio 14:5. What is the first person's share?,30,28,24,33,B) 28,Total parts = 14+5 = 19. One part = 38÷19 = 2. First share = 14×2 = 28.,Math,Ratios
A number multiplied by 9 gives 432. What is the number?,48,52,56,40,A) 48,Let the number be x. 9x = 432 → x = 432 ÷ 9 = 48.,Math,Equations
What is 9899 - 5730?,4591,4293,4169,3872,C) 4169,9899 - 5730 = 4169.,Math,Basic Math
₹72 is divided between two people in the ratio 13:11. What is the first person's share?,40,41,39,30,C) 39,Total parts = 13+11 = 24. One part = 72÷24 = 3. First share = 13×3 = 39.,Math,Ratios
What is 6738 + 7118?,13856,12812,12844,12789,A) 13856,6738 + 7118 = 13856.,Math,Basic Math
What is 8/12 + 7/12 in simplest form?,5/4,6/4,15/12,4/4,A) 5/4,"8/12 + 7/12 = 15/12, which simplifies to 5/4.",Math,Fractions
What is 65% of 1200?,780,629,679,754,A) 780,65% of 1200 = (65/100) × 1200 = 780.,Math,Percentages
"What is the average of 11, 104, 104, 177, 179?",126,122,105,115,D) 115,Sum = 575. Average = 575 ÷ 5 = 115.,Math,Averages
What is 50% of 500?,230,224,213,250,D) 250,50% of 500 = (50/100) × 500 = 250.,Math,Percentages
What is 7606 - 6715?,785,854,891,971,C) 891,7606 - 6715 = 891.,Math,Basic Math
What is 207.5 + 264.49?,479.23,471.99,474.58,469.87,B) 471.99,207.5 + 264.49 = 471.99.,Math,Decimals
"If 4x + 72 = 100, what is the value of x?",11,9,7,2,C) 7,4x + 72 = 100 → 4x = 28 → x = 28 ÷ 4 = 7.,Math,Algebra
What is 126.38 + 96.35?,225.88,232.09,220.32,222.73,D) 222.73,126.38 + 96.35 = 222.73.,Math,Decimals
Is 6833 an even or odd number?,Odd,Even,Both,Neither,A) Odd,"6833 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
₹144 is divided between two people in the ratio 13:11. What is the first person's share?,88,62,89,78,D) 78,Total parts = 13+11 = 24. One part = 144÷24 = 6. First share = 13×6 = 78.,Math,Ratios
What is 20% of 90?,21,19,18,17,C) 18,20% of 90 = (20/100) × 90 = 18.,Math,Percentages
What is 6704 - 4670?,2034,1805,2194,1930,A) 2034,6704 - 4670 = 2034.,Math,Basic Math
What is 90% of 900?,866,826,796,810,D) 810,90% of 900 = (90/100) × 900 = 810.,Math,Percentages
"What is the average of 139, 162, 97, 25, 37?",76,100,92,99,C) 92,Sum = 460. Average = 460 ÷ 5 = 92.,Math,Averages
What is 1/6 + 1/6 in simplest form?,2/6,1/3,1/3,2/3,B) 1/3,"1/6 + 1/6 = 2/6, which simplifies to 1/3.",Math,Fractions
What is 48 × 29?,1499,1599,1373,1392,D) 1392,48 × 29 = 1392.,Math,Basic Math
"If 11x + 42 = 141, what is the value of x?",7,17,5,9,D) 9,11x + 42 = 141 → 11x = 99 → x = 99 ÷ 11 = 9.,Math,Algebra
"If 14x + 19 = 61, what is the value of x?",3,4,0,11,A) 3,14x + 19 = 61 → 14x = 42 → x = 42 ÷ 14 = 3.,Math,Algebra
"What is the average of 135, 12, 45?",64,76,54,75,A) 64,Sum = 192. Average = 192 ÷ 3 = 64.,Math,Averages
What is 5449 + 1843?,7033,7292,6545,6835,B) 7292,5449 + 1843 = 7292.,Math,Basic Math
What is 6/12 + 3/12 in simplest form?,3/4,9/12,4/4,2/4,A) 3/4,"6/12 + 3/12 = 9/12, which simplifies to 3/4.",Math,Fractions
What is 8/10 + 6/10 in simplest form?,8/5,7/5,14/10,6/5,B) 7/5,"8/10 + 6/10 = 14/10, which simplifies to 7/5.",Math,Fractions
What is 2/6 + 5/6 in simplest form?,7/6,6/6,7/6,8/6,A) 7/6,"2/6 + 5/6 = 7/6, which simplifies to 7/6.",Math,Fractions
Is 887364 a perfect square?,No,Only for even n,Yes,Cannot be determined,C) Yes,"887364 = 942 × 942, so it is a perfect square.",Math,Number System
"What is the average of 55, 139, 47, 195, 8, 138?",83,116,97,110,C) 97,Sum = 582. Average = 582 ÷ 6 = 97.,Math,Averages
"If 11x + 11 = 506, what is the value of x?",40,37,44,45,D) 45,11x + 11 = 506 → 11x = 495 → x = 495 ÷ 11 = 45.,Math,Algebra
"If 4x + 43 = 199, what is the value of x?",43,36,39,42,C) 39,4x + 43 = 199 → 4x = 156 → x = 156 ÷ 4 = 39.,Math,Algebra
"If 10x + 67 = 467, what is the value of x?",33,40,47,42,B) 40,10x + 67 = 467 → 10x = 400 → x = 400 ÷ 10 = 40.,Math,Algebra
What is 8 × 6?,42,48,49,43,B) 48,8 × 6 = 48.,Math,Basic Math
Is 7504 an even or odd number?,Both,Odd,Neither,Even,D) Even,"7504 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
What is 10 × 18?,191,195,180,164,C) 180,10 × 18 = 180.,Math,Basic Math
"If 8x + 72 = 336, what is the value of x?",37,36,31,33,D) 33,8x + 72 = 336 → 8x = 264 → x = 264 ÷ 8 = 33.,Math,Algebra
What is 5185 - 281?,4904,5128,4733,4679,A) 4904,5185 - 281 = 4904.,Math,Basic Math
What is 185.27 + 155.17?,345.64,338.84,342.07,340.44,D) 340.44,185.27 + 155.17 = 340.44.,Math,Decimals
Is 6952 an even or odd number?,Even,Both,Neither,Odd,A) Even,"6952 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"If 2x + 11 = 35, what is the value of x?",20,10,11,12,D) 12,2x + 11 = 35 → 2x = 24 → x = 24 ÷ 2 = 12.,Math,Algebra
"If 15x + 80 = 725, what is the value of x?",48,51,35,43,D) 43,15x + 80 = 725 → 15x = 645 → x = 645 ÷ 15 = 43.,Math,Algebra
What is 372.04 - 289.55?,87.14,77.52,88.74,82.49,D) 82.49,372.04 - 289.55 = 82.49.,Math,Decimals
₹32 is divided between two people in the ratio 3:1. What is the first person's share?,20,24,18,29,B) 24,Total parts = 3+1 = 4. One part = 32÷4 = 8. First share = 3×8 = 24.,Math,Ratios
"If 7x + 9 = 310, what is the value of x?",50,43,47,45,B) 43,7x + 9 = 310 → 7x = 301 → x = 301 ÷ 7 = 43.,Math,Algebra
A number multiplied by 6 gives 78. What is the number?,16,11,15,13,D) 13,Let the number be x. 6x = 78 → x = 78 ÷ 6 = 13.,Math,Equations
"What is the average of 32, 104, 128, 69, 147, 126?",91,118,101,106,C) 101,Sum = 606. Average = 606 ÷ 6 = 101.,Math,Averages
₹112 is divided between two people in the ratio 5:9. What is the first person's share?,39,44,30,40,D) 40,Total parts = 5+9 = 14. One part = 112÷14 = 8. First share = 5×8 = 40.,Math,Ratios
₹114 is divided between two people in the ratio 13:6. What is the first person's share?,95,78,72,91,B) 78,Total parts = 13+6 = 19. One part = 114÷19 = 6. First share = 13×6 = 78.,Math,Ratios
What is 8²?,65,64,61,73,B) 64,8² = 8×8 = 64.,Math,Mathematical Operations
"What is the average of 131, 124, 93, 61, 86?",99,92,117,84,A) 99,Sum = 495. Average = 495 ÷ 5 = 99.,Math,Averages
"If 3x + 28 = 124, what is the value of x?",24,34,32,33,C) 32,3x + 28 = 124 → 3x = 96 → x = 96 ÷ 3 = 32.,Math,Algebra
What is 394.62 + 216.52?,608.19,618.99,611.14,615.53,C) 611.14,394.62 + 216.52 = 611.14.,Math,Decimals
"What is the average of 12, 65, 123, 126, 19?",69,77,78,71,A) 69,Sum = 345. Average = 345 ÷ 5 = 69.,Math,Averages
"What is the average of 45, 167, 9, 26, 200, 81?",88,79,80,96,A) 88,Sum = 528. Average = 528 ÷ 6 = 88.,Math,Averages
What is 24 ÷ 12?,2,3,4,0,A) 2,"24 ÷ 12 = 2, since 12 × 2 = 24.",Math,Basic Math
What is 1416 + 5809?,7048,8094,6901,7225,D) 7225,1416 + 5809 = 7225.,Math,Basic Math
Is 5265 an even or odd number?,Both,Even,Odd,Neither,C) Odd,"5265 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
Is 3938 an even or odd number?,Both,Odd,Neither,Even,D) Even,"3938 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
What is 8434 + 1541?,8950,10586,9975,10275,C) 9975,8434 + 1541 = 9975.,Math,Basic Math
Is 211 a prime number?,Cannot be determined,Yes,Only for even numbers,No,B) Yes,"211 has no divisors other than 1 and itself, so it is prime.",Math,Number System
"What is the average of 110, 85, 160, 17?",99,81,93,107,C) 93,Sum = 372. Average = 372 ÷ 4 = 93.,Math,Averages
"If 13x + 55 = 653, what is the value of x?",46,53,45,44,A) 46,13x + 55 = 653 → 13x = 598 → x = 598 ÷ 13 = 46.,Math,Algebra
"If 8x + 40 = 264, what is the value of x?",28,21,36,32,A) 28,8x + 40 = 264 → 8x = 224 → x = 224 ÷ 8 = 28.,Math,Algebra
What is 25% of 80?,22,21,19,20,D) 20,25% of 80 = (25/100) × 80 = 20.,Math,Percentages
What is 318.08 - 171.78?,150.57,143.17,152.14,146.3,D) 146.3,318.08 - 171.78 = 146.3.,Math,Decimals
What is 350.29 - 39.99?,305.98,314.66,310.3,315.41,C) 310.3,350.29 - 39.99 = 310.3.,Math,Decimals
"If 6x + 59 = 257, what is the value of x?",33,37,31,34,A) 33,6x + 59 = 257 → 6x = 198 → x = 198 ÷ 6 = 33.,Math,Algebra
₹40 is divided between two people in the ratio 1:3. What is the first person's share?,12,10,9,11,B) 10,Total parts = 1+3 = 4. One part = 40÷4 = 10. First share = 1×10 = 10.,Math,Ratios
Is 264 a prime number?,Yes,No,Only for even numbers,Cannot be determined,B) No,"264 is divisible by 2, so it is not a prime number.",Math,Number System
What is 15% of 360?,49,59,54,47,C) 54,15% of 360 = (15/100) × 360 = 54.,Math,Percentages
What is 462.02 - 187.39?,280.18,274.63,273.76,278.62,B) 274.63,462.02 - 187.39 = 274.63.,Math,Decimals
"If 6x + 22 = 100, what is the value of x?",18,13,11,14,B) 13,6x + 22 = 100 → 6x = 78 → x = 78 ÷ 6 = 13.,Math,Algebra
Is 25 a prime number?,Only for even numbers,No,Yes,Cannot be determined,B) No,"25 is divisible by 5, so it is not a prime number.",Math,Number System
"What is the average of 141, 56, 13, 150?",90,84,82,79,A) 90,Sum = 360. Average = 360 ÷ 4 = 90.,Math,Averages
"If 12x + 43 = 91, what is the value of x?",3,6,2,4,D) 4,12x + 43 = 91 → 12x = 48 → x = 48 ÷ 12 = 4.,Math,Algebra
What is 236.14 + 51.13?,293.87,287.27,290.5,285.01,B) 287.27,236.14 + 51.13 = 287.27.,Math,Decimals
What is 40% of 2000?,715,800,928,811,B) 800,40% of 2000 = (40/100) × 2000 = 800.,Math,Percentages
"What is the average of 58, 131, 45?",93,87,78,64,C) 78,Sum = 234. Average = 234 ÷ 3 = 78.,Math,Averages
What is 7/8 + 6/8 in simplest form?,14/8,13/8,13/8,12/8,B) 13/8,"7/8 + 6/8 = 13/8, which simplifies to 13/8.",Math,Fractions
"If 14x + 20 = 188, what is the value of x?",12,7,11,18,A) 12,14x + 20 = 188 → 14x = 168 → x = 168 ÷ 14 = 12.,Math,Algebra
What is 30% of 80?,28,27,22,24,D) 24,30% of 80 = (30/100) × 80 = 24.,Math,Percentages
"What is the average of 162, 94, 146, 33, 46, 23?",97,86,77,84,D) 84,Sum = 504. Average = 504 ÷ 6 = 84.,Math,Averages
What is 9975 - 8200?,1817,1578,1775,1928,C) 1775,9975 - 8200 = 1775.,Math,Basic Math
What is 4% of 75?,1,4,5,3,D) 3,4% of 75 = (4/100) × 75 = 3.,Math,Percentages
What is 18% of 180?,35,32.4,38,28,B) 32.4,18% of 180 = (18/100) × 180 = 32.4.,Math,Percentages
What is 8580 - 4833?,3336,3510,4185,3747,D) 3747,8580 - 4833 = 3747.,Math,Basic Math
What is 267.11 - 75.49?,193.2,191.62,188.34,199.05,B) 191.62,267.11 - 75.49 = 191.62.,Math,Decimals
"What is the average of 143, 14, 89?",82,87,73,69,A) 82,Sum = 246. Average = 246 ÷ 3 = 82.,Math,Averages
A number multiplied by 4 gives 32. What is the number?,4,8,1,10,B) 8,Let the number be x. 4x = 32 → x = 32 ÷ 4 = 8.,Math,Equations
What is 7358 + 6683?,13638,14523,14041,12438,C) 14041,7358 + 6683 = 14041.,Math,Basic Math
"If 15x + 20 = 155, what is the value of x?",12,7,2,9,D) 9,15x + 20 = 155 → 15x = 135 → x = 135 ÷ 15 = 9.,Math,Algebra
What is 296.5 + 241.47?,542.81,534.92,537.97,544.93,C) 537.97,296.5 + 241.47 = 537.97.,Math,Decimals
What is 400.94 - 27.17?,379.35,377.22,372.81,373.77,D) 373.77,400.94 - 27.17 = 373.77.,Math,Decimals
"If 8x + 58 = 82, what is the value of x?",3,7,2,8,A) 3,8x + 58 = 82 → 8x = 24 → x = 24 ÷ 8 = 3.,Math,Algebra
"If 4x + 63 = 115, what is the value of x?",16,12,10,13,D) 13,4x + 63 = 115 → 4x = 52 → x = 52 ÷ 4 = 13.,Math,Algebra
A number multiplied by 9 gives 711. What is the number?,78,75,76,79,D) 79,Let the number be x. 9x = 711 → x = 711 ÷ 9 = 79.,Math,Equations
What is 234.54 + 292.58?,536.37,528.91,527.12,523.06,C) 527.12,234.54 + 292.58 = 527.12.,Math,Decimals
"If 6x + 50 = 182, what is the value of x?",20,22,19,23,B) 22,6x + 50 = 182 → 6x = 132 → x = 132 ÷ 6 = 22.,Math,Algebra
A number multiplied by 3 gives 213. What is the number?,79,71,65,77,B) 71,Let the number be x. 3x = 213 → x = 213 ÷ 3 = 71.,Math,Equations
"What is the average of 138, 86, 68, 180?",118,140,111,135,A) 118,Sum = 472. Average = 472 ÷ 4 = 118.,Math,Averages
"What is the average of 191, 148, 51?",105,130,106,107,B) 130,Sum = 390. Average = 390 ÷ 3 = 130.,Math,Averages
What is 8% of 90?,7.2,8,6,9,A) 7.2,8% of 90 = (8/100) × 90 = 7.2.,Math,Percentages
₹76 is divided between two people in the ratio 15:4. What is the first person's share?,60,49,58,65,A) 60,Total parts = 15+4 = 19. One part = 76÷19 = 4. First share = 15×4 = 60.,Math,Ratios
₹69 is divided between two people in the ratio 12:11. What is the first person's share?,27,36,38,31,B) 36,Total parts = 12+11 = 23. One part = 69÷23 = 3. First share = 12×3 = 36.,Math,Ratios
₹12 is divided between two people in the ratio 2:1. What is the first person's share?,8,9,6,7,A) 8,Total parts = 2+1 = 3. One part = 12÷3 = 4. First share = 2×4 = 8.,Math,Ratios
"If 10x + 14 = 384, what is the value of x?",42,37,41,30,B) 37,10x + 14 = 384 → 10x = 370 → x = 370 ÷ 10 = 37.,Math,Algebra
What is 121.64 + 149.02?,275.55,266.01,270.66,279.63,C) 270.66,121.64 + 149.02 = 270.66.,Math,Decimals
"What is the average of 52, 100, 136?",108,87,98,96,D) 96,Sum = 288. Average = 288 ÷ 3 = 96.,Math,Averages
"If 2x + 71 = 117, what is the value of x?",19,16,15,23,D) 23,2x + 71 = 117 → 2x = 46 → x = 46 ÷ 2 = 23.,Math,Algebra
"What is the average of 100, 147, 14, 175?",127,98,109,121,C) 109,Sum = 436. Average = 436 ÷ 4 = 109.,Math,Averages
Is 206 a prime number?,Only for even numbers,Cannot be determined,Yes,No,D) No,"206 is divisible by 2, so it is not a prime number.",Math,Number System
"If 3x + 61 = 142, what is the value of x?",22,30,27,29,C) 27,3x + 61 = 142 → 3x = 81 → x = 81 ÷ 3 = 27.,Math,Algebra
What is 70.36 + 356.47?,426.83,422.18,436.21,428.55,A) 426.83,70.36 + 356.47 = 426.83.,Math,Decimals
"What is the average of 168, 73, 56, 155?",131,100,113,105,C) 113,Sum = 452. Average = 452 ÷ 4 = 113.,Math,Averages
What is 330.49 - 227.41?,106.69,103.08,98.96,112.74,B) 103.08,330.49 - 227.41 = 103.08.,Math,Decimals
"What is the average of 31, 173, 12, 12?",58,47,57,51,C) 57,Sum = 228. Average = 228 ÷ 4 = 57.,Math,Averages
What is 9208 + 5724?,13558,14932,16119,13165,B) 14932,9208 + 5724 = 14932.,Math,Basic Math
"If 15x + 20 = 440, what is the value of x?",24,28,34,27,B) 28,15x + 20 = 440 → 15x = 420 → x = 420 ÷ 15 = 28.,Math,Algebra
"If 13x + 28 = 548, what is the value of x?",42,47,43,40,D) 40,13x + 28 = 548 → 13x = 520 → x = 520 ÷ 13 = 40.,Math,Algebra
What is 103.33 + 171.01?,274.34,271.16,275.16,283.77,A) 274.34,103.33 + 171.01 = 274.34.,Math,Decimals
₹100 is divided between two people in the ratio 7:13. What is the first person's share?,35,34,30,27,A) 35,Total parts = 7+13 = 20. One part = 100÷20 = 5. First share = 7×5 = 35.,Math,Ratios
What is the cube root of 729?,9,11,8,14,A) 9,"Cube root of 729 is 9, because 9×9×9 = 729.",Math,Mathematical Operations
₹85 is divided between two people in the ratio 4:13. What is the first person's share?,25,20,18,15,B) 20,Total parts = 4+13 = 17. One part = 85÷17 = 5. First share = 4×5 = 20.,Math,Ratios
What is 2% of 1200?,24,26,27,21,A) 24,2% of 1200 = (2/100) × 1200 = 24.,Math,Percentages
What is 12% of 900?,117,114,101,108,D) 108,12% of 900 = (12/100) × 900 = 108.,Math,Percentages
"What is the average of 70, 123, 66, 153, 198?",118,110,122,111,C) 122,Sum = 610. Average = 610 ÷ 5 = 122.,Math,Averages
"If 5x + 36 = 181, what is the value of x?",21,22,29,36,C) 29,5x + 36 = 181 → 5x = 145 → x = 145 ÷ 5 = 29.,Math,Algebra
A number multiplied by 5 gives 390. What is the number?,71,84,78,85,C) 78,Let the number be x. 5x = 390 → x = 390 ÷ 5 = 78.,Math,Equations
A number multiplied by 6 gives 198. What is the number?,41,39,33,35,C) 33,Let the number be x. 6x = 198 → x = 198 ÷ 6 = 33.,Math,Equations
What is 13/15 + 9/15 in simplest form?,23/15,22/15,22/15,21/15,B) 22/15,"13/15 + 9/15 = 22/15, which simplifies to 22/15.",Math,Fractions
What is 429.93 + 51.92?,486.75,487.9,480.1,481.85,D) 481.85,429.93 + 51.92 = 481.85.,Math,Decimals
Is 9414 an even or odd number?,Even,Odd,Neither,Both,A) Even,"9414 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
What is 4342 - 2641?,1654,1838,1725,1701,D) 1701,4342 - 2641 = 1701.,Math,Basic Math
What is 6914 - 1574?,4755,5340,5225,5772,B) 5340,6914 - 1574 = 5340.,Math,Basic Math
"If 10x + 25 = 295, what is the value of x?",22,27,31,29,B) 27,10x + 25 = 295 → 10x = 270 → x = 270 ÷ 10 = 27.,Math,Algebra
₹16 is divided between two people in the ratio 7:1. What is the first person's share?,14,12,11,13,A) 14,Total parts = 7+1 = 8. One part = 16÷8 = 2. First share = 7×2 = 14.,Math,Ratios
A number multiplied by 9 gives 162. What is the number?,25,19,15,18,D) 18,Let the number be x. 9x = 162 → x = 162 ÷ 9 = 18.,Math,Equations
"What is the average of 124, 16, 198, 180, 177?",139,129,144,166,A) 139,Sum = 695. Average = 695 ÷ 5 = 139.,Math,Averages
"What is the average of 53, 133, 124, 178?",98,114,122,126,C) 122,Sum = 488. Average = 488 ÷ 4 = 122.,Math,Averages
"If 13x + 79 = 222, what is the value of x?",14,6,19,11,D) 11,13x + 79 = 222 → 13x = 143 → x = 143 ÷ 13 = 11.,Math,Algebra
₹72 is divided between two people in the ratio 11:7. What is the first person's share?,44,33,36,53,A) 44,Total parts = 11+7 = 18. One part = 72÷18 = 4. First share = 11×4 = 44.,Math,Ratios
What is 8441 + 3531?,10660,11382,11972,10870,C) 11972,8441 + 3531 = 11972.,Math,Basic Math
"If 8x + 69 = 125, what is the value of x?",14,2,1,7,D) 7,8x + 69 = 125 → 8x = 56 → x = 56 ÷ 8 = 7.,Math,Algebra
What is 164.8 + 60.29?,225.09,230.01,223.64,232.4,A) 225.09,164.8 + 60.29 = 225.09.,Math,Decimals
What is 5358 + 9028?,14773,14386,15731,15447,B) 14386,5358 + 9028 = 14386.,Math,Basic Math
"What is the average of 130, 118, 31?",106,83,101,93,D) 93,Sum = 279. Average = 279 ÷ 3 = 93.,Math,Averages
A number multiplied by 5 gives 135. What is the number?,31,34,24,27,D) 27,Let the number be x. 5x = 135 → x = 135 ÷ 5 = 27.,Math,Equations
Is 8435 an even or odd number?,Even,Neither,Both,Odd,D) Odd,"8435 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
"What is the average of 34, 160, 166, 76?",109,121,115,116,A) 109,Sum = 436. Average = 436 ÷ 4 = 109.,Math,Averages
₹24 is divided between two people in the ratio 5:3. What is the first person's share?,15,16,14,17,A) 15,Total parts = 5+3 = 8. One part = 24÷8 = 3. First share = 5×3 = 15.,Math,Ratios
What is 202.2 - 165.87?,43.25,37.69,36.33,35.57,C) 36.33,202.2 - 165.87 = 36.33.,Math,Decimals
"What is the average of 57, 46, 71?",67,51,58,63,C) 58,Sum = 174. Average = 174 ÷ 3 = 58.,Math,Averages
"What is the average of 155, 175, 181, 89?",179,145,167,150,D) 150,Sum = 600. Average = 600 ÷ 4 = 150.,Math,Averages
What is 999 ÷ 27?,35,39,46,37,D) 37,"999 ÷ 27 = 37, since 27 × 37 = 999.",Math,Basic Math
What is 1107 ÷ 27?,41,43,32,45,A) 41,"1107 ÷ 27 = 41, since 27 × 41 = 1107.",Math,Basic Math
"What is the average of 8, 14, 190, 60?",66,68,67,74,B) 68,Sum = 272. Average = 272 ÷ 4 = 68.,Math,Averages
"What is the average of 200, 94, 199, 103?",167,178,161,149,D) 149,Sum = 596. Average = 596 ÷ 4 = 149.,Math,Averages
What is 3100 + 7546?,10857,11523,11954,10646,D) 10646,3100 + 7546 = 10646.,Math,Basic Math
"If 4x + 20 = 68, what is the value of x?",18,14,12,19,C) 12,4x + 20 = 68 → 4x = 48 → x = 48 ÷ 4 = 12.,Math,Algebra
What is 182.26 + 83.07?,269.65,273.34,264.42,265.33,D) 265.33,182.26 + 83.07 = 265.33.,Math,Decimals
"If 5x + 37 = 227, what is the value of x?",42,38,35,41,B) 38,5x + 37 = 227 → 5x = 190 → x = 190 ÷ 5 = 38.,Math,Algebra
What is 75% of 900?,596,650,675,776,C) 675,75% of 900 = (75/100) × 900 = 675.,Math,Percentages
"What is the average of 86, 46, 108, 136, 84?",92,93,100,96,A) 92,Sum = 460. Average = 460 ÷ 5 = 92.,Math,Averages
What is 276.22 - 118.27?,157.95,159.89,163.37,154.56,A) 157.95,276.22 - 118.27 = 157.95.,Math,Decimals
"What is the average of 103, 78, 190, 129?",125,144,116,146,A) 125,Sum = 500. Average = 500 ÷ 4 = 125.,Math,Averages
A number multiplied by 7 gives 532. What is the number?,81,72,68,76,D) 76,Let the number be x. 7x = 532 → x = 532 ÷ 7 = 76.,Math,Equations
What is 2/4 + 3/4 in simplest form?,5/4,5/4,4/4,6/4,A) 5/4,"2/4 + 3/4 = 5/4, which simplifies to 5/4.",Math,Fractions
What is 7001 + 9636?,17074,15387,17046,16637,D) 16637,7001 + 9636 = 16637.,Math,Basic Math
What is 3/8 + 7/8 in simplest form?,10/8,4/4,6/4,5/4,D) 5/4,"3/8 + 7/8 = 10/8, which simplifies to 5/4.",Math,Fractions
Is 4625 an even or odd number?,Both,Neither,Even,Odd,D) Odd,"4625 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 17 × 18?,312,306,261,351,B) 306,17 × 18 = 306.,Math,Basic Math
"What is the average of 201, 146, 142, 151?",182,160,128,148,B) 160,Sum = 640. Average = 640 ÷ 4 = 160.,Math,Averages
Is 147 a prime number?,Only for even numbers,Cannot be determined,Yes,No,D) No,"147 is divisible by 3, so it is not a prime number.",Math,Number System
₹38 is divided between two people in the ratio 11:8. What is the first person's share?,18,24,22,21,C) 22,Total parts = 11+8 = 19. One part = 38÷19 = 2. First share = 11×2 = 22.,Math,Ratios
₹25 is divided between two people in the ratio 2:3. What is the first person's share?,10,8,12,11,A) 10,Total parts = 2+3 = 5. One part = 25÷5 = 5. First share = 2×5 = 10.,Math,Ratios
What is 9/15 + 2/15 in simplest form?,12/15,10/15,11/15,11/15,C) 11/15,"9/15 + 2/15 = 11/15, which simplifies to 11/15.",Math,Fractions
"If 13x + 25 = 649, what is the value of x?",51,49,48,56,C) 48,13x + 25 = 649 → 13x = 624 → x = 624 ÷ 13 = 48.,Math,Algebra
What is 63.13 + 56.29?,122.17,128.02,117.91,119.42,D) 119.42,63.13 + 56.29 = 119.42.,Math,Decimals
What is 30% of 750?,221,225,201,264,B) 225,30% of 750 = (30/100) × 750 = 225.,Math,Percentages
A number multiplied by 3 gives 84. What is the number?,31,36,24,28,D) 28,Let the number be x. 3x = 84 → x = 84 ÷ 3 = 28.,Math,Equations
What is 308.8 - 92.26?,212.44,216.54,223.49,219.1,B) 216.54,308.8 - 92.26 = 216.54.,Math,Decimals
"If 6x + 23 = 83, what is the value of x?",3,10,11,15,B) 10,6x + 23 = 83 → 6x = 60 → x = 60 ÷ 6 = 10.,Math,Algebra
"If 2x + 42 = 66, what is the value of x?",19,8,9,12,D) 12,2x + 42 = 66 → 2x = 24 → x = 24 ÷ 2 = 12.,Math,Algebra
What is 427.9 - 299.57?,138.18,133.18,125.48,128.33,D) 128.33,427.9 - 299.57 = 128.33.,Math,Decimals
"What is the average of 129, 103, 134, 173, 28, 15?",97,99,111,84,A) 97,Sum = 582. Average = 582 ÷ 6 = 97.,Math,Averages
Is 8026 an even or odd number?,Both,Odd,Neither,Even,D) Even,"8026 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
₹162 is divided between two people in the ratio 14:13. What is the first person's share?,104,77,88,84,D) 84,Total parts = 14+13 = 27. One part = 162÷27 = 6. First share = 14×6 = 84.,Math,Ratios
"If 8x + 52 = 356, what is the value of x?",40,42,43,38,D) 38,8x + 52 = 356 → 8x = 304 → x = 304 ÷ 8 = 38.,Math,Algebra
What is 419.52 + 366.93?,790.86,785.79,786.45,792.17,C) 786.45,419.52 + 366.93 = 786.45.,Math,Decimals
Is 7616 an even or odd number?,Both,Neither,Odd,Even,D) Even,"7616 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"What is the average of 124, 90, 49, 98, 185, 24?",110,84,95,102,C) 95,Sum = 570. Average = 570 ÷ 6 = 95.,Math,Averages
₹40 is divided between two people in the ratio 4:1. What is the first person's share?,32,25,29,40,A) 32,Total parts = 4+1 = 5. One part = 40÷5 = 8. First share = 4×8 = 32.,Math,Ratios
"If 15x + 53 = 278, what is the value of x?",9,15,10,7,B) 15,15x + 53 = 278 → 15x = 225 → x = 225 ÷ 15 = 15.,Math,Algebra
What is 109.82 + 262.1?,371.92,370.73,377.78,376.51,A) 371.92,109.82 + 262.1 = 371.92.,Math,Decimals
"If 9x + 43 = 331, what is the value of x?",25,38,32,24,C) 32,9x + 43 = 331 → 9x = 288 → x = 288 ÷ 9 = 32.,Math,Algebra
"If 8x + 6 = 46, what is the value of x?",5,4,9,8,A) 5,8x + 6 = 46 → 8x = 40 → x = 40 ÷ 8 = 5.,Math,Algebra
"What is the average of 24, 195, 172, 93, 151?",143,116,127,109,C) 127,Sum = 635. Average = 635 ÷ 5 = 127.,Math,Averages
"What is the average of 191, 149, 56?",143,113,153,132,D) 132,Sum = 396. Average = 396 ÷ 3 = 132.,Math,Averages
"What is the average of 135, 156, 78?",123,103,129,114,A) 123,Sum = 369. Average = 369 ÷ 3 = 123.,Math,Averages
