Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
ಪ್ರಶ್ನೆ: ವಿಶ್ವದ ಅತಿ ಜನಪ್ರಿಯ ಕ್ರೀಡೆ ಎಂದು ಯಾವುದನ್ನು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ?,ಶಟಲ್‌ಕಾಕ್,ಭಾರತ,ಹದಿನಾರು,ಫುಟ್‌ಬಾಲ್ (ಸಾಕರ್),D) ಫುಟ್‌ಬಾಲ್ (ಸಾಕರ್),ಫುಟ್‌ಬಾಲ್ ಅಥವಾ ಸಾಕರ್ ಅನ್ನು ಪ್ರೇಕ್ಷಕರ ಮತ್ತು ಆಟಗಾರರ ಸಂಖ್ಯೆಯ ಆಧಾರದ ಮೇಲೆ ವಿಶ್ವದ ಅತಿ ಜನಪ್ರಿಯ ಕ್ರೀಡೆ ಎಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕ್ರೀಡೆಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: 100 ಅಂತರರಾಷ್ಟ್ರೀಯ ಶತಕಗಳನ್ನು ಗಳಿಸಿದ ಏಕೈಕ ಆಟಗಾರ ಯಾರು?,ಸಚಿನ್ ತೆಂಡೂಲ್ಕರ್,ರೋಹಿತ್ ಶರ್ಮಾ,ಸ್ಟಂಪ್ಡ್,ಆರು,A) ಸಚಿನ್ ತೆಂಡೂಲ್ಕರ್,ಸಚಿನ್ ತೆಂಡೂಲ್ಕರ್ ಟೆಸ್ಟ್ ಮತ್ತು ಏಕದಿನ ಪಂದ್ಯಗಳಲ್ಲಿ ಒಟ್ಟು 100 ಅಂತರರಾಷ್ಟ್ರೀಯ ಶತಕಗಳನ್ನು ಗಳಿಸಿದ ಏಕೈಕ ಆಟಗಾರ.,ಕನ್ನಡ,ಕ್ರಿಕೆಟ್
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: 1983ರ ಕ್ರಿಕೆಟ್ ವಿಶ್ವಕಪ್‌ನಲ್ಲಿ ಭಾರತದ ನಾಯಕರಾಗಿದ್ದವರು ಯಾರು?,ಅಲೆಕ್ಸಾಂಡರ್ ಗ್ರಹಾಂ ಬೆಲ್,ಕಪಿಲ್ ದೇವ್,ಸಚಿನ್ ತೆಂಡೂಲ್ಕರ್,ಬಿಲ್ ಗೇಟ್ಸ್ ಮತ್ತು ಪಾಲ್ ಅಲೆನ್,B) ಕಪಿಲ್ ದೇವ್,ಕಪಿಲ್ ದೇವ್ 1983 ರ ಕ್ರಿಕೆಟ್ ವಿಶ್ವಕಪ್‌ನಲ್ಲಿ ಭಾರತದ ನಾಯಕರಾಗಿ ತಂಡವನ್ನು ಗೆಲುವಿನೆಡೆಗೆ ಮುನ್ನಡೆಸಿದರು.,ಕನ್ನಡ,ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು
ಪ್ರಶ್ನೆ: ಸೂರ್ಯನ ಬೆಳಕಿನಿಂದ ಪಡೆಯುವ ನವೀಕರಿಸಬಹುದಾದ ಶಕ್ತಿಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಮರುಬಳಕೆ (ರೀಸೈಕ್ಲಿಂಗ್),ವಾಯು ಮಾಲಿನ್ಯ,ವನ್ಯಜೀವಿ ಅಭಯಾರಣ್ಯ,ಸೌರ ಶಕ್ತಿ,D) ಸೌರ ಶಕ್ತಿ,ಸೌರ ಶಕ್ತಿಯು ಸೂರ್ಯನ ಬೆಳಕಿನಿಂದ ಪಡೆಯುವ ನವೀಕರಿಸಬಹುದಾದ ಶಕ್ತಿಯ ಮೂಲವಾಗಿದೆ.,ಕನ್ನಡ,ಪರಿಸರ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಸೂರ್ಯನ ಬೆಳಕಿನ ಸಂಪರ್ಕದಿಂದ ದೇಹದಲ್ಲಿ ಉತ್ಪತ್ತಿಯಾಗುವ ವಿಟಮಿನ್ ಯಾವುದು?,ವಿಟಮಿನ್ ಡಿ,ಕೆಂಪು ರಕ್ತ ಕಣಗಳು,206,ಸುಮಾರು 37°C,A) ವಿಟಮಿನ್ ಡಿ,ಚರ್ಮವು ಸೂರ್ಯನ ಬೆಳಕಿಗೆ ಒಡ್ಡಿಕೊಂಡಾಗ ದೇಹವು ವಿಟಮಿನ್ ಡಿ ಉತ್ಪಾದಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಆರೋಗ್ಯ ಮತ್ತು ಮಾನವ ದೇಹ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಮೈಸೂರು ಸಾಮ್ರಾಜ್ಯದ ಪ್ರಸಿದ್ಧ ಆಡಳಿತಗಾರರಾದ ಟಿಪ್ಪು ಸುಲ್ತಾನ್ ಯಾವ ಬಿರುದಿನಿಂದ ಪ್ರಸಿದ್ಧರಾಗಿದ್ದಾರೆ?,ಕನ್ನಡ ಮಾತನಾಡುವ ಪ್ರದೇಶಗಳ ಏಕೀಕರಣ,ಮೈಸೂರಿನ ಹುಲಿ,ಬಾದಾಮಿ,ಮೈಸೂರು,B) ಮೈಸೂರಿನ ಹುಲಿ,ಟಿಪ್ಪು ಸುಲ್ತಾನ್ ಬ್ರಿಟಿಷರ ವಿರುದ್ಧದ ಪ್ರತಿರೋಧಕ್ಕಾಗಿ 'ಮೈಸೂರಿನ ಹುಲಿ' ಎಂದು ಪ್ರಸಿದ್ಧರಾಗಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಇತಿಹಾಸ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕರ್ನಾಟಕದ ಕರಾವಳಿ ಪ್ರದೇಶ ಯಾವ ಹೆಸರಿನಿಂದ ಕರೆಯಲ್ಪಡುತ್ತದೆ?,ಅಪಾರ ಜೀವವೈವಿಧ್ಯದ ತಾಣ,ದಟ್ಟ ಅರಣ್ಯ ಮತ್ತು ಹೆಚ್ಚಿನ ಮಳೆ,ಕರಾವಳಿ ಕರ್ನಾಟಕ,ಉತ್ತರ ಪ್ರದೇಶ,C) ಕರಾವಳಿ ಕರ್ನಾಟಕ,ಕರ್ನಾಟಕದ ಪಶ್ಚಿಮ ಕರಾವಳಿ ಪ್ರದೇಶವನ್ನು ಕರಾವಳಿ ಕರ್ನಾಟಕ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಭೂಗೋಳ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಜಾನಪದ ಕಲೆಯಾದ 'ವೀರಗಾಸೆ' ಎಂದರೇನು?,ರಾಗಿ ಮುದ್ದೆ,ಯಕ್ಷಗಾನ,ಶಿವನ ಆರಾಧನೆಗೆ ಸಂಬಂಧಿಸಿದ ಶಕ್ತಿಶಾಲಿ ಜಾನಪದ ನೃತ್ಯ,ಬಯಲಾಟ,C) ಶಿವನ ಆರಾಧನೆಗೆ ಸಂಬಂಧಿಸಿದ ಶಕ್ತಿಶಾಲಿ ಜಾನಪದ ನೃತ್ಯ,"ವೀರಗಾಸೆ ಎಂಬುದು ಶಿವನ ಆರಾಧನೆಗೆ ಸಂಬಂಧಿಸಿದ, ಶಕ್ತಿ ಮತ್ತು ಶೌರ್ಯ ಪ್ರದರ್ಶಿಸುವ ಕರ್ನಾಟಕದ ಜಾನಪದ ನೃತ್ಯ ಪ್ರಕಾರವಾಗಿದೆ.",ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಂಸ್ಕೃತಿ
ಪ್ರಶ್ನೆ: ಮೈಸೂರು ಅರಮನೆಯನ್ನು ಯಾವ ರಾಜವಂಶ ನಿರ್ಮಿಸಿತು?,ಗೋಮಟೇಶ್ವರ ಬಾಹುಬಲಿ ಬೃಹತ್ ಏಕಶಿಲಾ ಪ್ರತಿಮೆ,ಒಡೆಯರ್ ರಾಜವಂಶ,ಹೊಯ್ಸಳ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪ,ಪವಿತ್ರ ದೇವಾಲಯ ಮತ್ತು ಕಡಲತೀರಗಳು,B) ಒಡೆಯರ್ ರಾಜವಂಶ,ಮೈಸೂರು ಅರಮನೆಯನ್ನು ಒಡೆಯರ್ ರಾಜವಂಶದ ಆಳ್ವಿಕೆಯಲ್ಲಿ ನಿರ್ಮಿಸಲಾಯಿತು.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ಸ್ಥಳಗಳು
"ಈ ಪದದ ಅರ್ಥವನ್ನು ಗುರುತಿಸಿ: ""ಭಗಿನಿ""",ಅಂಗಡಿ,ಸಹೋದರಿ,ಸ್ವಾಸ್ಥ್ಯ,ನಿದ್ದೆ,B) ಸಹೋದರಿ,"""ಭಗಿನಿ"" ಎಂದರೆ ""ಸಹೋದರಿ"" ಎಂದರ್ಥ.",ಕನ್ನಡ,ಕನ್ನಡ ಶಬ್ದಕೋಶ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಸಮಾಸ ಎಂದರೇನು?,ಕ್ರಿಯಾಪದದ ಬಗ್ಗೆ ಹೆಚ್ಚಿನ ಮಾಹಿತಿ ನೀಡುವ ಪದ,ಅನುಭವದಿಂದ ಬಂದ ಸಂಕ್ಷಿಪ್ತ ಜ್ಞಾನದ ನುಡಿಗಟ್ಟು,ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಪದಗಳ ಸಂಕ್ಷಿಪ್ತ ಸಂಯೋಜನೆ,ವಾಕ್ಯದಲ್ಲಿ ಕ್ರಿಯೆಯನ್ನು ಮಾಡುವ ವ್ಯಕ್ತಿ ಅಥವಾ ವಸ್ತು,C) ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಪದಗಳ ಸಂಕ್ಷಿಪ್ತ ಸಂಯೋಜನೆ,ಸಮಾಸ ಎಂದರೆ ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಪದಗಳನ್ನು ಸಂಕ್ಷಿಪ್ತವಾಗಿ ಸೇರಿಸಿ ಹೊಸ ಪದ ರಚಿಸುವುದು.,ಕನ್ನಡ,ಕನ್ನಡ ವ್ಯಾಕರಣ
"""ಚಂದ್ರ"" ಎಂಬ ಪದದ ಸಮಾನ ಅರ್ಥದ ಪದ ಯಾವುದು?",ಪರ್ವತ,ಶಶಿ,ಚೆಲುವ,ದೇಶ,B) ಶಶಿ,"""ಶಶಿ"" ಎಂಬುದು ""ಚಂದ್ರ"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಸಮಾನಾರ್ಥಕ ಪದಗಳು
"""ಸುಲಭ"" ಗೆ ವಿರುದ್ಧಾರ್ಥಕ ಪದವನ್ನು ಆರಿಸಿ.",ದೂರ,ತಣ್ಣಗೆ,ಅನಾರೋಗ್ಯ,ಕಷ್ಟ,D) ಕಷ್ಟ,"""ಕಷ್ಟ"" ಎಂಬುದು ""ಸುಲಭ"" ಪದದ ವಿರುದ್ಧಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ವಿರುದ್ಧಾರ್ಥಕ ಪದಗಳು
ಪುರಂದರ ದಾಸರನ್ನು ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಅಂಬಿಕಾತನಯದತ್ತ,ನಾಟಕ ಬರವಣಿಗೆ ಮತ್ತು ರಂಗಭೂಮಿ,ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,ಕುವೆಂಪು,C) ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,ಪುರಂದರ ದಾಸರನ್ನು ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಕವಿಗಳು ಮತ್ತು ಲೇಖಕರು
ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಸರಿಯಾದ ಕಾಗುಣಿತ ಯಾವುದು?,ಗಣಿತಶಾಸಸ್ತ್ರ,ಗಣಿತಶಾಸ್ತತ್ರ,ಗಣಿತಶಾಸ್ತ್,ಗಣಿತಶಾಸ್ತ್ರ,D) ಗಣಿತಶಾಸ್ತ್ರ,"""ಗಣಿತಶಾಸ್ತ್ರ"" ಎಂಬುದು ಸರಿಯಾದ ಕಾಗುಣಿತವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಕಾಗುಣಿತ
"""ಶಾಂತಿ"" ಎಂದರೆ ಏನು?",ದೇಶ,ತಾರೆ,ಸಂತೋಷ,ನೆಮ್ಮದಿ,D) ನೆಮ್ಮದಿ,"""ಶಾಂತಿ"" ಪದದ ಅರ್ಥ ""ನೆಮ್ಮದಿ"" ಆಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಅರ್ಥಗಳು
'ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತು' ಸ್ಥಾಪನೆಯಾದ ವರ್ಷ ಯಾವುದು?,1915,ಕನ್ನಡ,ದ್ರಾವಿಡ ಭಾಷಾ ಕುಟುಂಬ,ಹಲ್ಮಿಡಿ ಶಾಸನ,A) 1915,ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತು 1915 ರಲ್ಲಿ ಸ್ಥಾಪನೆಯಾಯಿತು.,ಕನ್ನಡ,ಕನ್ನಡ ಭಾಷಾ ಸಂಗತಿಗಳು
ಪ್ರಶ್ನೆ: ಕರ್ನಾಟಕದ ರಾಜ್ಯ ವೃಕ್ಷ ಯಾವುದು?,ಶ್ರೀಗಂಧ,ಕನ್ನಡ ಲಿಪಿ,"ಪಂಪ, ಪೊನ್ನ, ರನ್ನ",ಕುವೆಂಪು,A) ಶ್ರೀಗಂಧ,ಶ್ರೀಗಂಧ ಮರವನ್ನು ಕರ್ನಾಟಕದ ರಾಜ್ಯ ವೃಕ್ಷವಾಗಿ ಘೋಷಿಸಲಾಗಿದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಕರಾವಳಿ ಪ್ರದೇಶದ ಪ್ರಮುಖ ಬಂದರು ನಗರ ಯಾವುದು?,ಬಂಡೀಪುರ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನ,ಇಪ್ಪತ್ತೆಂಟು,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ,ಮಂಗಳೂರು,D) ಮಂಗಳೂರು,ಮಂಗಳೂರು ಕರ್ನಾಟಕದ ಕರಾವಳಿಯ ಪ್ರಮುಖ ಬಂದರು ನಗರವಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
3/6 + 3/6 = ಎಷ್ಟು (ಸರಳ ರೂಪದಲ್ಲಿ)?,1,6/6,2,1,A) 1,3/6 + 3/6 = 6/6 = 1 (ಸರಳ ರೂಪ).,ಕನ್ನಡ,ಗಣಿತ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಡಿಎನ್‌ಎ ಎಂದರೇನು?,ಆನುವಂಶಿಕ ಮಾಹಿತಿಯನ್ನು ಹೊಂದಿರುವ ಆಣ್ವಿಕ ವಸ್ತು,ಅಲೆಕ್ಸಾಂಡರ್ ಫ್ಲೆಮಿಂಗ್,H₂O,ನ್ಯೂಟನ್,A) ಆನುವಂಶಿಕ ಮಾಹಿತಿಯನ್ನು ಹೊಂದಿರುವ ಆಣ್ವಿಕ ವಸ್ತು,ಡಿಎನ್‌ಎ ಎಂಬುದು ಜೀವಿಗಳ ಆನುವಂಶಿಕ ಸೂಚನೆಗಳನ್ನು ಹೊಂದಿರುವ ಅಣುವಾಗಿದೆ.,ಕನ್ನಡ,ವಿಜ್ಞಾನ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪ್ರಾಣಿ ಯಾವುದು?,ಮೌಂಟ್ ಎವರೆಸ್ಟ್,ಪೆಸಿಫಿಕ್ ಸಾಗರ,ಹುಲಿ,ಬುಧ,C) ಹುಲಿ,ಬಂಗಾಳ ಹುಲಿ ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪ್ರಾಣಿಯಾಗಿದೆ.,ಕನ್ನಡ,ಸಾಮಾನ್ಯ ಜ್ಞಾನ
96606 ಈ ಸಂಖ್ಯೆಯಲ್ಲಿ 6 ಅಂಕಿಯ ಸ್ಥಾನ ಬೆಲೆ ಏನು?,ನೂರರ ಸ್ಥಾನ,ಹತ್ತರ ಸ್ಥಾನ,ಒಂದರ ಸ್ಥಾನ,ಸಾವಿರದ ಸ್ಥಾನ,A) ನೂರರ ಸ್ಥಾನ,96606 ರಲ್ಲಿ 6 ಎಂಬ ಅಂಕಿಯು ನೂರರ ಸ್ಥಾನದಲ್ಲಿ ಇದೆ.,ಕನ್ನಡ,ಸಂಖ್ಯಾ ಪ್ರಶ್ನೆಗಳು
"ಈ ಸಂಖ್ಯೆಗಳಲ್ಲಿ ಹೊಂದಿಕೆಯಾಗದ ಸಂಖ್ಯೆ ಯಾವುದು: 58, 14, 29, 24?",14,58,24,29,D) 29,"ಉಳಿದ ಸಂಖ್ಯೆಗಳು even ಗುಣ ಹೊಂದಿವೆ, ಆದರೆ 29 ಹಾಗಿಲ್ಲ.",ಕನ್ನಡ,ಸಂಖ್ಯಾ ಒಗಟುಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತ ಸ್ವಾತಂತ್ರ್ಯ ಪಡೆದ ವರ್ಷ ಯಾವುದು?,ಸರ್ದಾರ್ ವಲ್ಲಭಭಾಯಿ ಪಟೇಲ್,1947,ಬಾಬರ್,ಷಹಜಹಾನ್,B) 1947,ಭಾರತವು 15 ಆಗಸ್ಟ್ 1947 ರಂದು ಬ್ರಿಟಿಷ್ ಆಳ್ವಿಕೆಯಿಂದ ಸ್ವಾತಂತ್ರ್ಯ ಪಡೆಯಿತು.,ಕನ್ನಡ,ಭಾರತ ಇತಿಹಾಸ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ ಎಲ್ಲಿ ಆರಂಭವಾಯಿತು?,ಬ್ರಿಟನ್,1945,1989,1789,A) ಬ್ರಿಟನ್,ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ 18ನೇ ಶತಮಾನದ ಕೊನೆಯಲ್ಲಿ ಬ್ರಿಟನ್‌ನಲ್ಲಿ ಆರಂಭವಾಯಿತು.,ಕನ್ನಡ,ವಿಶ್ವ ಇತಿಹಾಸ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತೀಯ ಸಂಸತ್ತಿನ ಎರಡು ಸದನಗಳು ಯಾವುವು?,26 ಜನವರಿ 1950,ಲೋಕಸಭೆ ಮತ್ತು ರಾಜ್ಯಸಭೆ,18 ವರ್ಷ,ಸುಪ್ರೀಂ ಕೋರ್ಟ್,B) ಲೋಕಸಭೆ ಮತ್ತು ರಾಜ್ಯಸಭೆ,ಭಾರತೀಯ ಸಂಸತ್ತು ಲೋಕಸಭೆ (ಕೆಳಮನೆ) ಮತ್ತು ರಾಜ್ಯಸಭೆ (ಮೇಲ್ಮನೆ) ಎಂಬ ಎರಡು ಸದನಗಳನ್ನು ಹೊಂದಿದೆ.,ಕನ್ನಡ,ಕಾನೂನು ಮತ್ತು ಸಂವಿಧಾನ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಅಂತರರಾಷ್ಟ್ರೀಯ ಮಟ್ಟದಲ್ಲಿ ಗಮನ ಸೆಳೆದ ಇತ್ತೀಚಿನ ಚಿತ್ರಗಳಲ್ಲಿ ಒಂದಾದ 'ಕಾಂತಾರ' ಯಾವ ಪ್ರದೇಶದ ಸಂಸ್ಕೃತಿಯನ್ನು ಆಧರಿಸಿದೆ?,ಪುಟ್ಟಣ್ಣ ಕಣಗಾಲ್,ಅಂಬರೀಶ್,ರವಿಚಂದ್ರನ್,ಕರಾವಳಿ ಕರ್ನಾಟಕದ ಜಾನಪದ ಸಂಸ್ಕೃತಿ,D) ಕರಾವಳಿ ಕರ್ನಾಟಕದ ಜಾನಪದ ಸಂಸ್ಕೃತಿ,'ಕಾಂತಾರ' ಚಿತ್ರವು ಕರಾವಳಿ ಕರ್ನಾಟಕದ ಜಾನಪದ ಸಂಸ್ಕೃತಿ ಮತ್ತು ಭೂತಾರಾಧನೆಯ ಸಂಪ್ರದಾಯವನ್ನು ಆಧರಿಸಿ ನಿರ್ಮಿತವಾಗಿದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಚಿತ್ರರಂಗ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಜೇನುತುಪ್ಪ ಉತ್ಪಾದಿಸುವ ಕೀಟ ಯಾವುದು?,ಬಾವಲಿ,ಊಸರವಳ್ಳಿ,ಜೇನುನೊಣ,ಸಿಂಹ,C) ಜೇನುನೊಣ,ಜೇನುನೊಣಗಳು ಹೂವುಗಳಿಂದ ಮಕರಂದ ಸಂಗ್ರಹಿಸಿ ಜೇನುತುಪ್ಪ ಉತ್ಪಾದಿಸುತ್ತವೆ.,ಕನ್ನಡ,ಪ್ರಾಣಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪಕ್ಷಿ ಯಾವುದು?,ಫ್ಲೆಮಿಂಗೊ,ರಣಹದ್ದು,ನವಿಲು,ಪೆರೆಗ್ರಿನ್ ಫಾಲ್ಕನ್,C) ನವಿಲು,"ನವಿಲು ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪಕ್ಷಿಯಾಗಿದೆ, ಇದರ ಸುಂದರ ಗರಿಗಳಿಗೆ ಹೆಸರುವಾಸಿ.",ಕನ್ನಡ,ಪಕ್ಷಿಗಳು
ಪ್ರಶ್ನೆ: ಎಲೆಗಳಿಂದ ನೀರಿನ ಆವಿ ಹೊರಹೋಗುವ ಪ್ರಕ್ರಿಯೆಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಪರಾಗಸ್ಪರ್ಶ,ಶ್ರೀಗಂಧ,ಕಮಲ,ಬಾಷ್ಪೋತ್ಸರ್ಜನೆ,D) ಬಾಷ್ಪೋತ್ಸರ್ಜನೆ,ಬಾಷ್ಪೋತ್ಸರ್ಜನೆಯು ಎಲೆಗಳ ಮೇಲಿನ ಸಣ್ಣ ರಂಧ್ರಗಳ ಮೂಲಕ ನೀರಿನ ಆವಿ ಹೊರಹೋಗುವ ಪ್ರಕ್ರಿಯೆ.,ಕನ್ನಡ,ಸಸ್ಯಗಳು
ಪ್ರಶ್ನೆ: ಚೀನಾ ದೇಶದ ರಾಜಧಾನಿ ಯಾವುದು?,ಲಂಡನ್,ಬ್ರೆಸಿಲಿಯಾ,ಕ್ಯಾನ್ಬೆರಾ,ಬೀಜಿಂಗ್,D) ಬೀಜಿಂಗ್,ಬೀಜಿಂಗ್ ಚೀನಾ ದೇಶದ ರಾಜಧಾನಿಯಾಗಿದೆ.,ಕನ್ನಡ,ದೇಶಗಳು ಮತ್ತು ರಾಜಧಾನಿಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಡೇಟಾವನ್ನು ಶಾಶ್ವತವಾಗಿ ಸಂಗ್ರಹಿಸುವ ಸಾಧನ ಯಾವುದು?,ಹಾರ್ಡ್ ಡಿಸ್ಕ್,ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಂ,ಮದರ್‌ಬೋರ್ಡ್,RAM,A) ಹಾರ್ಡ್ ಡಿಸ್ಕ್,ಹಾರ್ಡ್ ಡಿಸ್ಕ್ ಕಂಪ್ಯೂಟರ್ ಆಫ್ ಆದಾಗಲೂ ಡೇಟಾವನ್ನು ಶಾಶ್ವತವಾಗಿ ಸಂಗ್ರಹಿಸುವ ಸಾಧನವಾಗಿದೆ.,ಕನ್ನಡ,ಕಂಪ್ಯೂಟರ್ ಮೂಲಾಂಶಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಟೆನ್ನಿಸ್ ಆಟದ ನಾಲ್ಕು ಪ್ರಮುಖ ಗ್ರ್ಯಾಂಡ್ ಸ್ಲಾಮ್ ಪಂದ್ಯಾವಳಿಗಳಲ್ಲಿ ಒಂದು ಯಾವುದು?,ವಿಂಬಲ್ಡನ್,ಹದಿನಾರು,ಪಿಯರ್ ಡಿ ಕೂಬರ್ಟಿನ್,ಶಟಲ್‌ಕಾಕ್,A) ವಿಂಬಲ್ಡನ್,"ವಿಂಬಲ್ಡನ್ ಟೆನ್ನಿಸ್‌ನ ನಾಲ್ಕು ಗ್ರ್ಯಾಂಡ್ ಸ್ಲಾಮ್ ಪಂದ್ಯಾವಳಿಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ, ಇಂಗ್ಲೆಂಡ್‌ನಲ್ಲಿ ನಡೆಯುತ್ತದೆ.",ಕನ್ನಡ,ಕ್ರೀಡೆಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ಬೌಲರ್ ಯಾರು?,ಇಪ್ಪತ್ತು,ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,ವೆಸ್ಟ್ ಇಂಡೀಸ್,ಭಾರತ,B) ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,ಶ್ರೀಲಂಕಾದ ಸ್ಪಿನ್ ಬೌಲರ್ ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್ 800 ವಿಕೆಟ್‌ಗಳೊಂದಿಗೆ ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ದಾಖಲೆ ಹೊಂದಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕ್ರಿಕೆಟ್
