Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"Find the next number in the series: 370, 65, 370, 65, 370, ?",63,66,65,69,C) 65,"The series alternates between 370 and 65. Since the last number is 370, the next number = 65.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 9, 10, 11, 12, 17, ?",21,23,22,15,B) 23,"The differences between consecutive terms are 1, 1, 1, 5, increasing by 1 each time. The next difference is 6, so the next term = 17 + 6 = 23.",Number Puzzles,Number Patterns
Which of the following best describes 422?,Composite number,Prime number,Both prime and composite,Neither prime nor composite,A) Composite number,"422 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 659, 661, 663, 665, 667, ?",668,672,669,667,C) 669,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 667 + 2 = 669.",Number Puzzles,Odd & Even
"Find the next number in the series: 111, 199, 111, 199, 111, ?",199,200,195,197,A) 199,"The series alternates between 111 and 199. Since the last number is 111, the next number = 199.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 313 and two of its numbers are 57 and 99, what is the third number?",157,131,165,164,A) 157,"Since the row total is 313, the third number = 313 - 57 - 99 = 157.",Number Puzzles,Magic Squares
"Find the next number in the series: 88, 90, 92, 94, 96, ?",102,94,98,96,C) 98,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 96 + 2 = 98.",Number Puzzles,Odd & Even
"Find the next number in the series: 347, 52, 347, 52, 347, ?",55,47,52,49,C) 52,"The series alternates between 347 and 52. Since the last number is 347, the next number = 52.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 1827?,Both prime and composite,Composite number,Neither prime nor composite,Prime number,B) Composite number,"1827 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 429, 382, 429, 382, 429, ?",379,377,383,382,D) 382,"The series alternates between 429 and 382. Since the last number is 429, the next number = 382.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 1357 and two of its numbers are 432 and 457, what is the third number?",490,469,446,468,D) 468,"Since the row total is 1357, the third number = 1357 - 432 - 457 = 468.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 1170 and two of its numbers are 364 and 392, what is the third number?",338,414,433,368,B) 414,"Since the row total is 1170, the third number = 1170 - 364 - 392 = 414.",Number Puzzles,Magic Squares
"Find the next number in the series: 265, 267, 269, 271, 273, ?",275,271,279,273,A) 275,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 273 + 2 = 275.",Number Puzzles,Odd & Even
"Find the missing number in the series: 20, 28, ?, 44, 52.",43,42,36,41,C) 36,"The series increases by 8 each time, so the missing number = 28 + 8 = 36.",Number Puzzles,Missing Numbers
"Find the next number in the series (differences increase by 1 each time): 9, 10, 14, 19, 22, ?",26,18,20,19,A) 26,"The differences between consecutive terms are 1, 4, 5, 3, increasing by 1 each time. The next difference is 4, so the next term = 22 + 4 = 26.",Number Puzzles,Number Patterns
Which of the following best describes 2827?,Prime number,Both prime and composite,Neither prime nor composite,Composite number,D) Composite number,"2827 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the missing number in the series: 14, ?, 20, 23, 26.",14,15,19,17,D) 17,"The series increases by 3 each time, so the missing number = 14 + 3 = 17.",Number Puzzles,Missing Numbers
"Find the next number in the series: 428, 320, 428, 320, 428, ?",316,322,319,320,D) 320,"The series alternates between 428 and 320. Since the last number is 428, the next number = 320.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 777?,Neither prime nor composite,Both prime and composite,Prime number,Composite number,D) Composite number,"777 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 854 and two of its numbers are 253 and 284, what is the third number?",311,380,317,341,C) 317,"Since the row total is 854, the third number = 854 - 253 - 284 = 317.",Number Puzzles,Magic Squares
Which of the following best describes 2201?,Composite number,Both prime and composite,Neither prime nor composite,Prime number,A) Composite number,"2201 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the missing number in the series: 13, 17, ?, 25, 29.",17,21,25,22,B) 21,"The series increases by 4 each time, so the missing number = 17 + 4 = 21.",Number Puzzles,Missing Numbers
"Find the next number in the series: 13, 27, 41, 55, 69, ?",94,92,79,83,D) 83,Each term increases by 14 (an arithmetic progression). Next term = 69 + 14 = 83.,Number Puzzles,Number Series
"In a 3×3 magic square, if one row sums to 642 and two of its numbers are 202 and 228, what is the third number?",212,204,251,220,A) 212,"Since the row total is 642, the third number = 642 - 202 - 228 = 212.",Number Puzzles,Magic Squares
"Find the next number in the series: 61, 350, 61, 350, 61, ?",350,349,353,346,A) 350,"The series alternates between 61 and 350. Since the last number is 61, the next number = 350.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 933, 935, 937, 939, 941, ?",946,945,940,943,D) 943,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 941 + 2 = 943.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 4, 7, 11, 12, 16, ?",16,21,24,14,B) 21,"The differences between consecutive terms are 3, 4, 1, 4, increasing by 1 each time. The next difference is 5, so the next term = 16 + 5 = 21.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 5, 10, 14, 18, 22, ?",30,36,19,27,D) 27,"The differences between consecutive terms are 5, 4, 4, 4, increasing by 1 each time. The next difference is 5, so the next term = 22 + 5 = 27.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 6, 8, 9, 12, 13, ?",12,17,15,19,C) 15,"The differences between consecutive terms are 2, 1, 3, 1, increasing by 1 each time. The next difference is 2, so the next term = 13 + 2 = 15.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 1057 and two of its numbers are 317 and 331, what is the third number?",409,387,336,334,A) 409,"Since the row total is 1057, the third number = 1057 - 317 - 331 = 409.",Number Puzzles,Magic Squares
"Find the next number in the series: 249, 386, 249, 386, 249, ?",387,383,384,386,D) 386,"The series alternates between 249 and 386. Since the last number is 249, the next number = 386.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 6, 9, 13, 18, 20, ?",29,20,23,19,C) 23,"The differences between consecutive terms are 3, 4, 5, 2, increasing by 1 each time. The next difference is 3, so the next term = 20 + 3 = 23.",Number Puzzles,Number Patterns
"Find the next number in the series: 6, 420, 6, 420, 6, ?",415,416,424,420,D) 420,"The series alternates between 6 and 420. Since the last number is 6, the next number = 420.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 39, 86, 39, 86, 39, ?",81,85,86,90,C) 86,"The series alternates between 39 and 86. Since the last number is 39, the next number = 86.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 4, 9, 11, 15, 19, ?",23,14,24,15,C) 24,"The differences between consecutive terms are 5, 2, 4, 4, increasing by 1 each time. The next difference is 5, so the next term = 19 + 5 = 24.",Number Puzzles,Number Patterns
"Find the next number in the series: 5, 18, 5, 18, 5, ?",17,18,15,19,B) 18,"The series alternates between 5 and 18. Since the last number is 5, the next number = 18.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 1760, 1762, 1764, 1766, 1768, ?",1770,1766,1772,1771,A) 1770,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 1768 + 2 = 1770.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 1, 4, 9, 12, 16, ?",26,11,13,21,D) 21,"The differences between consecutive terms are 3, 5, 3, 4, increasing by 1 each time. The next difference is 5, so the next term = 16 + 5 = 21.",Number Puzzles,Number Patterns
Which of the following best describes 924?,Composite number,Both prime and composite,Prime number,Neither prime nor composite,A) Composite number,"924 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 1086 and two of its numbers are 340 and 356, what is the third number?",340,442,428,390,D) 390,"Since the row total is 1086, the third number = 1086 - 340 - 356 = 390.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 5, 7, 11, 13, 14, ?",16,18,14,20,A) 16,"The differences between consecutive terms are 2, 4, 2, 1, increasing by 1 each time. The next difference is 2, so the next term = 14 + 2 = 16.",Number Puzzles,Number Patterns
Which of the following best describes 1191?,Both prime and composite,Composite number,Prime number,Neither prime nor composite,B) Composite number,"1191 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 435, 460, 435, 460, 435, ?",460,464,457,456,A) 460,"The series alternates between 435 and 460. Since the last number is 435, the next number = 460.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 190, 192, 194, 196, 198, ?",203,204,200,197,C) 200,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 198 + 2 = 200.",Number Puzzles,Odd & Even
Which of the following best describes 1260?,Neither prime nor composite,Composite number,Both prime and composite,Prime number,B) Composite number,"1260 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 329, 421, 329, 421, 329, ?",419,417,420,421,D) 421,"The series alternates between 329 and 421. Since the last number is 329, the next number = 421.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 1687, 1689, 1691, 1693, 1695, ?",1701,1694,1697,1696,C) 1697,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 1695 + 2 = 1697.",Number Puzzles,Odd & Even
"In a 3×3 magic square, if one row sums to 1613 and two of its numbers are 489 and 537, what is the third number?",531,587,551,632,B) 587,"Since the row total is 1613, the third number = 1613 - 489 - 537 = 587.",Number Puzzles,Magic Squares
"Find the missing number in the series: 5, 9, ?, 17, 21.",15,14,16,13,D) 13,"The series increases by 4 each time, so the missing number = 9 + 4 = 13.",Number Puzzles,Missing Numbers
"Find the missing number in the series: 7, 9, 11, ?, 15.",15,14,13,11,C) 13,"The series increases by 2 each time, so the missing number = 11 + 2 = 13.",Number Puzzles,Missing Numbers
"Find the next number in the series: 360, 52, 360, 52, 360, ?",52,47,53,49,A) 52,"The series alternates between 360 and 52. Since the last number is 360, the next number = 52.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 4, 7, 9, 12, 16, ?",19,21,12,17,B) 21,"The differences between consecutive terms are 3, 2, 3, 4, increasing by 1 each time. The next difference is 5, so the next term = 16 + 5 = 21.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 1294 and two of its numbers are 393 and 434, what is the third number?",560,467,442,456,B) 467,"Since the row total is 1294, the third number = 1294 - 393 - 434 = 467.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 5, 10, 13, 16, 21, ?",29,27,18,16,B) 27,"The differences between consecutive terms are 5, 3, 3, 5, increasing by 1 each time. The next difference is 6, so the next term = 21 + 6 = 27.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 1132 and two of its numbers are 347 and 356, what is the third number?",387,472,429,512,C) 429,"Since the row total is 1132, the third number = 1132 - 347 - 356 = 429.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 10, 15, 17, 20, 23, ?",34,31,35,27,D) 27,"The differences between consecutive terms are 5, 2, 3, 3, increasing by 1 each time. The next difference is 4, so the next term = 23 + 4 = 27.",Number Puzzles,Number Patterns
Which of the following best describes 1204?,Prime number,Both prime and composite,Neither prime nor composite,Composite number,D) Composite number,"1204 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 387 and two of its numbers are 91 and 111, what is the third number?",178,180,185,166,C) 185,"Since the row total is 387, the third number = 387 - 91 - 111 = 185.",Number Puzzles,Magic Squares
"Find the next number in the series: 418, 337, 418, 337, 418, ?",337,342,340,338,A) 337,"The series alternates between 418 and 337. Since the last number is 418, the next number = 337.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 118, 299, 118, 299, 118, ?",302,297,299,294,C) 299,"The series alternates between 118 and 299. Since the last number is 118, the next number = 299.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 282, 411, 282, 411, 282, ?",411,409,408,416,A) 411,"The series alternates between 282 and 411. Since the last number is 282, the next number = 411.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 1816?,Composite number,Prime number,Neither prime nor composite,Both prime and composite,A) Composite number,"1816 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 710 and two of its numbers are 201 and 216, what is the third number?",336,293,279,305,B) 293,"Since the row total is 710, the third number = 710 - 201 - 216 = 293.",Number Puzzles,Magic Squares
Which of the following best describes 746?,Both prime and composite,Prime number,Neither prime nor composite,Composite number,D) Composite number,"746 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 885 and two of its numbers are 262 and 289, what is the third number?",334,273,381,275,A) 334,"Since the row total is 885, the third number = 885 - 262 - 289 = 334.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 10, 15, 19, 20, 21, ?",21,27,22,23,D) 23,"The differences between consecutive terms are 5, 4, 1, 1, increasing by 1 each time. The next difference is 2, so the next term = 21 + 2 = 23.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 9, 11, 14, 18, 22, ?",27,37,28,36,A) 27,"The differences between consecutive terms are 2, 3, 4, 4, increasing by 1 each time. The next difference is 5, so the next term = 22 + 5 = 27.",Number Puzzles,Number Patterns
"Find the missing number in the series: 17, 19, ?, 23, 25.",22,19,20,21,D) 21,"The series increases by 2 each time, so the missing number = 19 + 2 = 21.",Number Puzzles,Missing Numbers
"Find the next number in the series (differences increase by 1 each time): 10, 12, 17, 21, 22, ?",28,21,27,24,D) 24,"The differences between consecutive terms are 2, 5, 4, 1, increasing by 1 each time. The next difference is 2, so the next term = 22 + 2 = 24.",Number Puzzles,Number Patterns
"Find the next number in the series: 310, 11, 310, 11, 310, ?",11,7,6,10,A) 11,"The series alternates between 310 and 11. Since the last number is 310, the next number = 11.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 2281?,Both prime and composite,Composite number,Prime number,Neither prime nor composite,C) Prime number,"2281 has no divisors other than 1 and itself, so it is prime.",Number Puzzles,Prime Numbers
"Find the next number in the series: 1301, 1303, 1305, 1307, 1309, ?",1307,1312,1311,1310,C) 1311,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 1309 + 2 = 1311.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 2, 3, 8, 10, 11, ?",9,13,16,17,B) 13,"The differences between consecutive terms are 1, 5, 2, 1, increasing by 1 each time. The next difference is 2, so the next term = 11 + 2 = 13.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 913 and two of its numbers are 295 and 315, what is the third number?",303,287,243,356,A) 303,"Since the row total is 913, the third number = 913 - 295 - 315 = 303.",Number Puzzles,Magic Squares
"Find the next number in the series: 9, 19, 29, 39, 49, ?",50,68,60,59,D) 59,Each term increases by 10 (an arithmetic progression). Next term = 49 + 10 = 59.,Number Puzzles,Number Series
"Find the next number in the series: 890, 892, 894, 896, 898, ?",901,903,900,897,C) 900,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 898 + 2 = 900.",Number Puzzles,Odd & Even
"Find the next number in the series: 685, 687, 689, 691, 693, ?",695,699,691,696,A) 695,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 693 + 2 = 695.",Number Puzzles,Odd & Even
Which of the following best describes 2790?,Neither prime nor composite,Prime number,Both prime and composite,Composite number,D) Composite number,"2790 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 401, 403, 405, 407, 409, ?",413,407,415,411,D) 411,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 409 + 2 = 411.",Number Puzzles,Odd & Even
Which of the following best describes 2964?,Composite number,Prime number,Neither prime nor composite,Both prime and composite,A) Composite number,"2964 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
Which of the following best describes 2154?,Both prime and composite,Neither prime nor composite,Composite number,Prime number,C) Composite number,"2154 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 144, 327, 144, 327, 144, ?",332,323,327,330,C) 327,"The series alternates between 144 and 327. Since the last number is 144, the next number = 327.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 1625?,Prime number,Composite number,Both prime and composite,Neither prime nor composite,B) Composite number,"1625 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 6, 10, 13, 14, 16, ?",15,18,23,19,D) 19,"The differences between consecutive terms are 4, 3, 1, 2, increasing by 1 each time. The next difference is 3, so the next term = 16 + 3 = 19.",Number Puzzles,Number Patterns
"Find the next number in the series: 313, 21, 313, 21, 313, ?",25,21,18,17,B) 21,"The series alternates between 313 and 21. Since the last number is 313, the next number = 21.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 10, 11, 12, 13, 16, ?",26,22,24,20,D) 20,"The differences between consecutive terms are 1, 1, 1, 3, increasing by 1 each time. The next difference is 4, so the next term = 16 + 4 = 20.",Number Puzzles,Number Patterns
Which of the following best describes 2715?,Neither prime nor composite,Composite number,Prime number,Both prime and composite,B) Composite number,"2715 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 6, 8, 12, 16, 21, ?",22,21,27,20,C) 27,"The differences between consecutive terms are 2, 4, 4, 5, increasing by 1 each time. The next difference is 6, so the next term = 21 + 6 = 27.",Number Puzzles,Number Patterns
"Find the next number in the series: 379, 381, 383, 385, 387, ?",389,387,388,391,A) 389,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 387 + 2 = 389.",Number Puzzles,Odd & Even
Which of the following best describes 2120?,Neither prime nor composite,Prime number,Both prime and composite,Composite number,D) Composite number,"2120 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 44, 344, 44, 344, 44, ?",343,341,344,342,C) 344,"The series alternates between 44 and 344. Since the last number is 44, the next number = 344.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 1276, 1278, 1280, 1282, 1284, ?",1283,1286,1288,1287,B) 1286,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 1284 + 2 = 1286.",Number Puzzles,Odd & Even
"Find the next number in the series: 551, 553, 555, 557, 559, ?",560,561,557,564,B) 561,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 559 + 2 = 561.",Number Puzzles,Odd & Even
"In a 3×3 magic square, if one row sums to 1475 and two of its numbers are 481 and 501, what is the third number?",486,401,471,493,D) 493,"Since the row total is 1475, the third number = 1475 - 481 - 501 = 493.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 1, 5, 10, 15, 16, ?",15,18,16,19,B) 18,"The differences between consecutive terms are 4, 5, 5, 1, increasing by 1 each time. The next difference is 2, so the next term = 16 + 2 = 18.",Number Puzzles,Number Patterns
"Find the missing number in the series: 7, ?, 21, 28, 35.",21,14,9,11,B) 14,"The series increases by 7 each time, so the missing number = 7 + 7 = 14.",Number Puzzles,Missing Numbers
"Find the next number in the series (differences increase by 1 each time): 10, 11, 15, 18, 19, ?",24,18,23,21,D) 21,"The differences between consecutive terms are 1, 4, 3, 1, increasing by 1 each time. The next difference is 2, so the next term = 19 + 2 = 21.",Number Puzzles,Number Patterns
Which of the following best describes 1104?,Prime number,Neither prime nor composite,Composite number,Both prime and composite,C) Composite number,"1104 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 562 and two of its numbers are 162 and 200, what is the third number?",200,192,202,178,A) 200,"Since the row total is 562, the third number = 562 - 162 - 200 = 200.",Number Puzzles,Magic Squares
"Find the next number in the series: 193, 133, 193, 133, 193, ?",135,133,137,138,B) 133,"The series alternates between 193 and 133. Since the last number is 193, the next number = 133.",Number Puzzles,Logic Number Puzzles
"Find the missing number in the series: 7, 11, ?, 19, 23.",11,14,13,15,D) 15,"The series increases by 4 each time, so the missing number = 11 + 4 = 15.",Number Puzzles,Missing Numbers
"Find the next number in the series: 696, 698, 700, 702, 704, ?",702,709,706,707,C) 706,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 704 + 2 = 706.",Number Puzzles,Odd & Even
"Find the next number in the series: 447, 163, 447, 163, 447, ?",160,165,163,166,C) 163,"The series alternates between 447 and 163. Since the last number is 447, the next number = 163.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 2235?,Composite number,Prime number,Both prime and composite,Neither prime nor composite,A) Composite number,"2235 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 1036 and two of its numbers are 313 and 330, what is the third number?",460,420,359,393,D) 393,"Since the row total is 1036, the third number = 1036 - 313 - 330 = 393.",Number Puzzles,Magic Squares
Which of the following best describes 241?,Neither prime nor composite,Both prime and composite,Prime number,Composite number,C) Prime number,"241 has no divisors other than 1 and itself, so it is prime.",Number Puzzles,Prime Numbers
"Find the next number in the series: 20, 22, 24, 26, 28, ?",32,29,30,28,C) 30,Each term increases by 2 (an arithmetic progression). Next term = 28 + 2 = 30.,Number Puzzles,Number Series
Which of the following best describes 984?,Both prime and composite,Composite number,Neither prime nor composite,Prime number,B) Composite number,"984 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
Which of the following best describes 359?,Prime number,Composite number,Neither prime nor composite,Both prime and composite,A) Prime number,"359 has no divisors other than 1 and itself, so it is prime.",Number Puzzles,Prime Numbers
"Find the next number in the series: 128, 130, 132, 134, 136, ?",134,138,136,135,B) 138,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 136 + 2 = 138.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 8, 10, 11, 14, 16, ?",19,14,21,20,A) 19,"The differences between consecutive terms are 2, 1, 3, 2, increasing by 1 each time. The next difference is 3, so the next term = 16 + 3 = 19.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 1197 and two of its numbers are 384 and 417, what is the third number?",396,368,464,352,A) 396,"Since the row total is 1197, the third number = 1197 - 384 - 417 = 396.",Number Puzzles,Magic Squares
"Find the next number in the series: 159, 161, 163, 165, 167, ?",169,165,171,173,A) 169,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 167 + 2 = 169.",Number Puzzles,Odd & Even
"In a 3×3 magic square, if one row sums to 136 and two of its numbers are 17 and 36, what is the third number?",90,70,88,83,D) 83,"Since the row total is 136, the third number = 136 - 17 - 36 = 83.",Number Puzzles,Magic Squares
Which of the following best describes 254?,Prime number,Neither prime nor composite,Composite number,Both prime and composite,C) Composite number,"254 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 3, 7, 8, 9, 12, ?",9,21,16,13,C) 16,"The differences between consecutive terms are 4, 1, 1, 3, increasing by 1 each time. The next difference is 4, so the next term = 12 + 4 = 16.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 7, 12, 15, 16, 20, ?",22,25,27,35,B) 25,"The differences between consecutive terms are 5, 3, 1, 4, increasing by 1 each time. The next difference is 5, so the next term = 20 + 5 = 25.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 1517 and two of its numbers are 471 and 493, what is the third number?",475,553,448,474,B) 553,"Since the row total is 1517, the third number = 1517 - 471 - 493 = 553.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 260 and two of its numbers are 50 and 100, what is the third number?",110,129,96,132,A) 110,"Since the row total is 260, the third number = 260 - 50 - 100 = 110.",Number Puzzles,Magic Squares
"Find the next number in the series: 319, 363, 319, 363, 319, ?",366,364,361,363,D) 363,"The series alternates between 319 and 363. Since the last number is 319, the next number = 363.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 2320?,Neither prime nor composite,Both prime and composite,Composite number,Prime number,C) Composite number,"2320 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 948, 950, 952, 954, 956, ?",956,955,958,960,C) 958,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 956 + 2 = 958.",Number Puzzles,Odd & Even
"Find the next number in the series: 5, 12, 19, 26, 33, ?",45,33,40,46,C) 40,Each term increases by 7 (an arithmetic progression). Next term = 33 + 7 = 40.,Number Puzzles,Number Series
"Find the next number in the series (differences increase by 1 each time): 9, 11, 14, 15, 20, ?",26,31,32,21,A) 26,"The differences between consecutive terms are 2, 3, 1, 5, increasing by 1 each time. The next difference is 6, so the next term = 20 + 6 = 26.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 10, 11, 12, 15, 20, ?",35,26,20,19,B) 26,"The differences between consecutive terms are 1, 1, 3, 5, increasing by 1 each time. The next difference is 6, so the next term = 20 + 6 = 26.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 290 and two of its numbers are 78 and 98, what is the third number?",123,117,106,114,D) 114,"Since the row total is 290, the third number = 290 - 78 - 98 = 114.",Number Puzzles,Magic Squares
Which of the following best describes 1384?,Composite number,Neither prime nor composite,Prime number,Both prime and composite,A) Composite number,"1384 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 4, 7, 12, 14, 19, ?",25,15,17,36,A) 25,"The differences between consecutive terms are 3, 5, 2, 5, increasing by 1 each time. The next difference is 6, so the next term = 19 + 6 = 25.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 1015 and two of its numbers are 295 and 337, what is the third number?",447,435,383,412,C) 383,"Since the row total is 1015, the third number = 1015 - 295 - 337 = 383.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 4, 8, 11, 16, 21, ?",36,20,27,31,C) 27,"The differences between consecutive terms are 4, 3, 5, 5, increasing by 1 each time. The next difference is 6, so the next term = 21 + 6 = 27.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 176 and two of its numbers are 33 and 40, what is the third number?",93,116,104,103,D) 103,"Since the row total is 176, the third number = 176 - 33 - 40 = 103.",Number Puzzles,Magic Squares
Which of the following best describes 2955?,Both prime and composite,Neither prime nor composite,Composite number,Prime number,C) Composite number,"2955 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 1051 and two of its numbers are 312 and 331, what is the third number?",473,436,408,461,C) 408,"Since the row total is 1051, the third number = 1051 - 312 - 331 = 408.",Number Puzzles,Magic Squares
"Find the next number in the series: 650, 652, 654, 656, 658, ?",658,660,657,659,B) 660,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 658 + 2 = 660.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 8, 10, 15, 20, 23, ?",27,22,35,29,A) 27,"The differences between consecutive terms are 2, 5, 5, 3, increasing by 1 each time. The next difference is 4, so the next term = 23 + 4 = 27.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 1255 and two of its numbers are 386 and 401, what is the third number?",441,468,541,505,B) 468,"Since the row total is 1255, the third number = 1255 - 386 - 401 = 468.",Number Puzzles,Magic Squares
"Find the next number in the series: 444, 488, 444, 488, 444, ?",489,483,490,488,D) 488,"The series alternates between 444 and 488. Since the last number is 444, the next number = 488.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 804 and two of its numbers are 225 and 272, what is the third number?",307,363,367,297,A) 307,"Since the row total is 804, the third number = 804 - 225 - 272 = 307.",Number Puzzles,Magic Squares
